dstport,protocol,tag
16807,icmp,sv_P3
56714,tcp,sv_P5
36373,icmp,email
13646,tcp,sv_P5
42689,udp,sv_P5
10259,icmp,sv_P5
56062,tcp,sv_P3
29262,tcp,sv_P3
26586,tcp,sv_P2
506,icmp,sv_P1
56126,icmp,sv_P2
56326,icmp,sv_P4
63536,udp,sv_P3
44182,udp,sv_P1
23061,tcp,sv_P2
30121,icmp,sv_P1
19936,icmp,sv_P4
47052,tcp,sv_P1
13009,icmp,sv_P1
63690,tcp,sv_P5
48464,udp,sv_P2
64802,icmp,email
41848,icmp,sv_P2
56245,icmp,sv_P3
11147,icmp,email
13253,icmp,sv_P3
13603,tcp,email
32895,tcp,sv_P3
31033,tcp,sv_P3
42896,udp,email
908,tcp,sv_P4
35303,tcp,sv_P1
49676,tcp,sv_P1
56225,tcp,sv_P1
21640,udp,sv_P3
49454,udp,sv_P2
59621,tcp,sv_P1
11230,udp,sv_P1
55963,icmp,sv_P2
39103,tcp,email
49999,udp,sv_P3
32486,udp,sv_P2
18229,icmp,sv_P1
59212,icmp,sv_P3
52266,icmp,sv_P3
41248,icmp,sv_P2
25986,tcp,sv_P3
65447,icmp,sv_P3
8437,tcp,sv_P4
60641,icmp,sv_P2
14411,icmp,sv_P5
9403,udp,sv_P5
8823,icmp,sv_P2
36862,udp,email
62203,icmp,sv_P5
60126,udp,sv_P3
1558,icmp,sv_P4
36912,udp,sv_P5
20633,udp,sv_P5
19076,tcp,sv_P3
8897,tcp,sv_P4
52823,icmp,sv_P3
18910,tcp,sv_P1
4283,tcp,sv_P5
53302,icmp,sv_P1
45370,udp,sv_P2
7251,icmp,sv_P2
36465,udp,email
57481,udp,sv_P5
41065,udp,sv_P2
12704,udp,sv_P4
55479,tcp,sv_P3
44240,tcp,sv_P3
58961,tcp,sv_P1
37632,udp,sv_P3
13146,icmp,email
26424,udp,sv_P3
17998,icmp,sv_P2
40457,tcp,sv_P5
46664,icmp,sv_P1
62556,icmp,sv_P1
35824,tcp,sv_P1
20298,tcp,sv_P5
8356,icmp,sv_P2
1587,udp,sv_P1
22928,tcp,sv_P2
50892,icmp,sv_P3
18124,tcp,sv_P1
38298,icmp,sv_P1
47135,tcp,sv_P5
23702,udp,sv_P3
30713,tcp,sv_P3
40338,tcp,sv_P5
5842,udp,sv_P1
61642,udp,sv_P5
9395,icmp,sv_P3
41348,icmp,sv_P4
30368,icmp,sv_P3
23880,tcp,sv_P5
20212,udp,sv_P2
40713,tcp,sv_P1
21552,tcp,sv_P4
9837,udp,sv_P4
33949,icmp,sv_P2
54197,icmp,sv_P5
29448,icmp,sv_P3
10099,icmp,sv_P2
3121,tcp,email
35592,tcp,sv_P4
35543,udp,email
4803,icmp,sv_P3
10042,icmp,sv_P2
19552,udp,email
24546,icmp,sv_P4
63662,udp,sv_P2
36430,udp,sv_P1
23728,icmp,email
32523,icmp,sv_P2
19656,udp,sv_P5
36169,udp,sv_P5
29876,icmp,sv_P2
8656,icmp,sv_P5
58072,udp,sv_P3
1536,icmp,sv_P2
39351,tcp,sv_P4
8292,tcp,sv_P4
46515,tcp,sv_P2
1421,tcp,sv_P3
27908,icmp,sv_P4
61372,tcp,sv_P3
25623,tcp,sv_P2
62653,icmp,email
33483,tcp,sv_P4
26876,udp,sv_P3
37118,icmp,email
38562,tcp,email
64215,tcp,sv_P4
39766,tcp,sv_P5
10787,udp,sv_P5
14148,tcp,sv_P1
4385,tcp,sv_P5
27761,icmp,sv_P5
51266,tcp,sv_P2
53374,tcp,email
7450,icmp,sv_P4
25412,tcp,sv_P5
59002,tcp,sv_P2
45721,icmp,sv_P4
26838,icmp,sv_P5
32833,icmp,sv_P5
53558,tcp,sv_P2
25427,udp,sv_P5
45903,udp,sv_P5
22862,icmp,sv_P5
61843,tcp,sv_P3
35460,icmp,sv_P4
18518,udp,sv_P2
41401,icmp,email
55838,tcp,email
42721,icmp,sv_P2
6931,tcp,sv_P5
12038,icmp,sv_P5
51750,tcp,sv_P1
65325,tcp,email
51990,icmp,sv_P5
64370,udp,sv_P2
49638,tcp,sv_P3
44142,tcp,sv_P4
11522,tcp,sv_P4
3931,icmp,sv_P4
42957,udp,sv_P1
61280,icmp,email
22982,udp,sv_P5
4518,tcp,sv_P2
22812,icmp,email
30461,icmp,sv_P4
35805,udp,sv_P5
34967,udp,sv_P2
44644,tcp,sv_P2
34695,icmp,sv_P5
13482,icmp,sv_P1
3239,tcp,email
21196,udp,sv_P1
4382,tcp,sv_P1
10381,tcp,sv_P3
24406,icmp,sv_P5
18181,icmp,sv_P5
43467,tcp,sv_P3
44393,udp,email
38237,udp,sv_P1
24253,icmp,sv_P3
10602,udp,sv_P3
54558,tcp,sv_P2
25991,tcp,sv_P2
61854,tcp,email
60926,tcp,sv_P4
5886,icmp,sv_P2
55674,tcp,sv_P3
53750,udp,sv_P5
61415,udp,sv_P1
34139,icmp,sv_P5
10189,icmp,sv_P2
58554,icmp,sv_P1
17435,udp,sv_P2
19006,icmp,sv_P4
15447,udp,sv_P2
8537,tcp,sv_P1
63878,udp,email
19302,tcp,sv_P2
28630,udp,sv_P3
34493,icmp,sv_P1
41573,tcp,sv_P2
50743,tcp,sv_P5
63964,icmp,sv_P1
46690,tcp,sv_P1
27568,udp,email
45326,tcp,sv_P5
23268,icmp,sv_P4
35547,udp,sv_P5
83,udp,sv_P1
50360,udp,sv_P3
40232,tcp,email
23915,udp,sv_P4
45348,icmp,sv_P3
18470,tcp,sv_P5
19481,icmp,sv_P4
26466,icmp,sv_P5
65263,tcp,sv_P4
23540,icmp,email
10062,udp,sv_P4
17782,tcp,sv_P5
25641,tcp,sv_P4
7321,tcp,sv_P5
44533,icmp,sv_P2
61511,udp,sv_P5
33073,udp,sv_P5
64490,tcp,sv_P2
14472,icmp,sv_P3
22694,icmp,sv_P4
60195,tcp,sv_P3
12267,tcp,email
59697,tcp,sv_P4
34277,tcp,sv_P1
8630,icmp,sv_P3
48113,tcp,sv_P5
29994,icmp,email
10298,udp,sv_P3
18997,icmp,sv_P4
2356,udp,sv_P3
16701,icmp,email
19102,icmp,sv_P5
54744,tcp,sv_P1
29776,icmp,sv_P2
30252,udp,sv_P2
28135,tcp,sv_P1
43826,udp,sv_P3
41914,udp,sv_P5
63275,udp,sv_P3
30769,udp,sv_P5
28089,icmp,sv_P1
58865,icmp,sv_P5
45496,icmp,sv_P2
24197,icmp,sv_P1
24931,udp,sv_P2
42745,tcp,email
31039,icmp,sv_P5
9241,icmp,sv_P1
11102,tcp,sv_P4
30638,icmp,email
37238,udp,sv_P4
29727,udp,sv_P3
38990,tcp,email
41066,icmp,sv_P4
18594,tcp,sv_P4
12000,udp,sv_P3
42074,icmp,sv_P5
49460,udp,email
22741,udp,sv_P4
3956,tcp,sv_P2
14482,icmp,sv_P2
43953,tcp,sv_P2
30364,udp,sv_P4
17381,udp,email
57496,icmp,sv_P1
48140,tcp,sv_P3
49144,icmp,sv_P1
7143,tcp,sv_P5
64633,tcp,sv_P5
5340,icmp,sv_P4
19688,tcp,sv_P4
3791,icmp,sv_P4
27804,icmp,email
18353,udp,sv_P5
28483,tcp,sv_P4
6701,tcp,sv_P4
59527,tcp,sv_P4
63496,tcp,sv_P5
54725,icmp,sv_P3
64225,udp,sv_P2
27068,udp,sv_P3
5895,tcp,sv_P4
30811,tcp,sv_P5
64700,udp,sv_P1
47216,udp,sv_P1
49747,udp,email
4527,udp,sv_P5
29937,icmp,sv_P2
27802,tcp,sv_P3
47710,udp,email
10095,tcp,sv_P3
472,tcp,sv_P1
26599,icmp,sv_P2
60921,icmp,email
14495,icmp,sv_P5
29589,udp,sv_P4
47531,udp,sv_P1
15691,udp,sv_P3
34500,udp,sv_P1
14358,icmp,sv_P2
55197,tcp,email
18749,udp,email
5301,udp,sv_P3
54838,udp,sv_P1
33524,icmp,sv_P1
46516,udp,sv_P5
56852,udp,sv_P2
25734,icmp,sv_P4
46183,udp,sv_P1
61480,udp,sv_P5
2605,tcp,sv_P1
42249,icmp,sv_P2
5383,icmp,sv_P5
57965,udp,sv_P2
55958,icmp,sv_P2
50839,icmp,email
44648,tcp,sv_P1
223,tcp,sv_P1
3013,udp,sv_P1
43442,icmp,sv_P1
26061,tcp,sv_P4
8599,udp,sv_P3
37001,tcp,sv_P5
4103,icmp,sv_P5
47090,icmp,email
30946,udp,sv_P5
32349,tcp,sv_P1
11510,icmp,sv_P4
23625,icmp,sv_P3
41626,udp,sv_P1
44036,udp,sv_P2
32966,tcp,email
55642,udp,email
35325,icmp,sv_P1
43476,icmp,sv_P4
37404,udp,sv_P1
6326,tcp,sv_P5
32202,udp,sv_P3
45115,udp,sv_P1
27493,tcp,email
21760,icmp,sv_P1
12665,udp,sv_P5
15280,tcp,sv_P5
35843,tcp,sv_P2
50753,udp,sv_P1
38666,icmp,sv_P2
57509,tcp,sv_P1
40106,udp,sv_P2
15664,icmp,sv_P5
28841,udp,email
44444,icmp,sv_P5
8794,icmp,sv_P4
19681,tcp,sv_P1
19241,icmp,sv_P5
31465,tcp,sv_P3
31923,udp,sv_P4
50844,icmp,sv_P3
28087,tcp,sv_P4
36216,icmp,sv_P2
45086,icmp,sv_P2
25153,tcp,sv_P2
43325,udp,sv_P2
31969,icmp,sv_P3
51006,icmp,sv_P2
17174,icmp,sv_P3
4912,tcp,email
21577,tcp,sv_P4
6156,udp,sv_P1
49435,icmp,sv_P1
9500,icmp,sv_P3
6762,icmp,sv_P3
46920,udp,email
43669,tcp,sv_P1
46333,udp,sv_P5
36499,icmp,sv_P3
35688,tcp,email
58253,tcp,email
53938,tcp,sv_P2
46340,udp,sv_P3
8901,tcp,email
29781,udp,sv_P5
17257,udp,sv_P4
33483,icmp,sv_P3
37820,icmp,sv_P2
43796,tcp,sv_P5
56128,tcp,sv_P2
37527,icmp,sv_P4
13079,icmp,email
3002,tcp,sv_P4
19092,udp,sv_P1
3902,icmp,sv_P4
49297,icmp,sv_P3
26622,icmp,sv_P2
61882,icmp,sv_P3
4522,tcp,sv_P4
65460,tcp,sv_P3
15065,icmp,sv_P1
62036,udp,sv_P5
56310,tcp,sv_P1
37645,tcp,sv_P4
35144,icmp,sv_P4
33313,tcp,sv_P4
3451,icmp,email
26841,icmp,sv_P4
11881,icmp,email
8200,udp,sv_P5
45368,tcp,email
12860,udp,sv_P5
57219,tcp,sv_P3
5791,tcp,sv_P3
63322,udp,email
46663,udp,email
62060,udp,email
3477,udp,sv_P1
41150,udp,sv_P5
13959,icmp,sv_P2
37990,tcp,sv_P3
3662,icmp,sv_P5
35362,icmp,sv_P2
24679,icmp,sv_P4
64028,icmp,sv_P1
52643,icmp,email
32039,icmp,sv_P1
19817,icmp,sv_P3
20455,icmp,sv_P1
49232,tcp,sv_P1
12200,tcp,sv_P3
28267,icmp,sv_P4
21229,icmp,sv_P4
28226,udp,sv_P3
15569,icmp,sv_P3
33394,tcp,sv_P2
6607,tcp,sv_P1
32775,icmp,email
59628,tcp,email
5827,icmp,email
10544,tcp,sv_P5
61869,icmp,sv_P5
58586,udp,sv_P4
14520,tcp,sv_P4
24854,udp,email
64947,icmp,sv_P3
26772,icmp,sv_P2
50228,tcp,sv_P4
22615,icmp,sv_P2
55189,icmp,sv_P1
41881,tcp,sv_P5
17112,icmp,sv_P1
15860,icmp,email
1810,udp,email
60980,tcp,sv_P1
19406,icmp,sv_P3
38198,icmp,email
40521,icmp,sv_P2
57869,tcp,sv_P5
44566,tcp,sv_P1
40126,tcp,sv_P5
28142,tcp,sv_P5
46481,tcp,sv_P3
21227,tcp,sv_P1
20770,udp,sv_P4
46047,tcp,sv_P3
52685,udp,sv_P1
7464,udp,sv_P1
15137,icmp,sv_P4
62934,icmp,sv_P5
22185,tcp,sv_P1
16894,tcp,sv_P5
37064,udp,sv_P3
54680,icmp,sv_P4
21903,udp,sv_P4
39995,tcp,sv_P5
45113,icmp,sv_P3
38258,tcp,sv_P1
8650,tcp,sv_P2
52139,tcp,email
22009,icmp,email
24859,udp,sv_P5
18136,icmp,sv_P5
18848,udp,sv_P2
14066,icmp,email
19133,udp,email
33531,icmp,sv_P4
21311,tcp,sv_P5
39697,udp,sv_P4
6739,icmp,email
17760,udp,sv_P5
13413,udp,email
19713,icmp,sv_P1
46537,icmp,sv_P4
1428,icmp,sv_P3
52817,udp,sv_P2
48806,tcp,sv_P1
64759,udp,sv_P1
6723,udp,sv_P4
506,tcp,sv_P2
47052,icmp,sv_P5
41721,udp,email
10120,icmp,sv_P4
6668,icmp,sv_P3
21259,icmp,sv_P4
32533,tcp,sv_P3
47749,icmp,sv_P3
47006,icmp,sv_P5
31223,icmp,sv_P2
10635,icmp,sv_P1
62986,icmp,email
32993,icmp,sv_P5
25307,tcp,sv_P1
31529,udp,sv_P5
48775,tcp,sv_P5
3021,tcp,sv_P4
65082,icmp,sv_P4
16674,tcp,sv_P3
6517,tcp,sv_P5
28136,icmp,sv_P1
26771,icmp,sv_P1
63578,icmp,sv_P4
53148,udp,sv_P3
17205,tcp,email
11674,icmp,sv_P1
32473,udp,sv_P4
13022,udp,sv_P1
9908,icmp,sv_P4
34313,tcp,email
5665,tcp,email
28864,udp,email
47708,tcp,sv_P1
30096,udp,sv_P4
9659,icmp,email
21791,tcp,sv_P1
30572,tcp,sv_P5
39777,tcp,sv_P2
56640,tcp,sv_P1
58770,udp,sv_P5
14383,tcp,sv_P1
25586,udp,sv_P4
46364,tcp,sv_P1
61625,icmp,sv_P4
42530,icmp,sv_P3
43937,icmp,sv_P3
55273,icmp,sv_P2
36874,icmp,sv_P5
20648,udp,sv_P3
1865,icmp,sv_P1
19466,udp,sv_P5
37895,tcp,email
2187,icmp,sv_P4
17954,icmp,sv_P1
20780,udp,email
23545,icmp,sv_P3
25885,tcp,sv_P2
4029,tcp,email
52337,udp,sv_P4
9982,icmp,sv_P3
41148,tcp,sv_P1
3533,tcp,sv_P3
58603,icmp,sv_P5
1367,udp,email
29233,icmp,email
12735,udp,email
12950,udp,email
56900,icmp,sv_P2
42340,icmp,sv_P5
2416,udp,sv_P4
52724,icmp,sv_P5
50749,tcp,email
15625,udp,email
19411,udp,sv_P2
18027,tcp,email
61249,udp,sv_P2
41886,icmp,sv_P1
44068,tcp,email
38795,tcp,email
16168,tcp,sv_P5
10620,udp,sv_P4
34285,udp,email
8825,icmp,sv_P4
31951,udp,sv_P3
47693,tcp,sv_P4
29080,icmp,sv_P1
28998,udp,sv_P5
22200,tcp,sv_P5
51794,udp,sv_P4
62799,icmp,sv_P4
47441,tcp,sv_P5
13702,icmp,sv_P3
4354,udp,email
61843,tcp,email
20317,udp,sv_P1
23983,udp,sv_P4
20439,tcp,sv_P1
19593,icmp,sv_P2
57629,icmp,sv_P3
54453,tcp,sv_P1
32960,udp,sv_P1
36604,icmp,sv_P5
10940,tcp,sv_P3
30182,tcp,sv_P2
14507,udp,sv_P5
25812,tcp,email
53123,udp,email
33779,icmp,sv_P5
26865,udp,sv_P2
27480,tcp,sv_P4
23015,icmp,sv_P3
28572,udp,sv_P4
58993,icmp,sv_P3
4621,tcp,sv_P4
25963,tcp,sv_P1
18904,icmp,sv_P1
41389,udp,sv_P1
59413,icmp,sv_P3
6029,udp,sv_P5
33195,icmp,sv_P5
35245,udp,sv_P5
31647,udp,sv_P4
15312,icmp,sv_P5
62339,icmp,sv_P1
23186,icmp,sv_P2
58647,icmp,sv_P5
64826,tcp,sv_P1
58065,udp,sv_P2
37374,udp,sv_P4
65024,icmp,sv_P2
47992,icmp,email
14914,icmp,sv_P1
42712,udp,sv_P4
54238,tcp,sv_P3
29487,udp,sv_P5
54381,tcp,sv_P3
7886,udp,sv_P3
50569,udp,sv_P3
26745,udp,sv_P5
59674,icmp,sv_P5
771,udp,sv_P2
33973,udp,sv_P1
63052,icmp,sv_P1
27327,tcp,sv_P4
14735,icmp,sv_P1
17353,icmp,sv_P4
8851,udp,sv_P1
14419,udp,sv_P1
9345,icmp,sv_P5
26945,udp,sv_P5
34073,tcp,sv_P5
58946,udp,sv_P3
39664,icmp,sv_P3
47343,tcp,sv_P2
5324,icmp,sv_P5
13785,tcp,sv_P1
43572,icmp,sv_P3
42237,tcp,sv_P2
55875,icmp,sv_P3
53849,tcp,sv_P4
45313,tcp,sv_P3
63160,tcp,sv_P4
21894,icmp,sv_P4
8496,udp,sv_P4
52569,udp,sv_P5
48425,udp,sv_P5
45867,icmp,sv_P2
33075,udp,sv_P5
10713,icmp,sv_P3
58880,icmp,sv_P2
9461,tcp,sv_P1
8638,tcp,email
23488,udp,sv_P4
783,icmp,sv_P1
37385,icmp,email
22309,icmp,sv_P3
8888,icmp,sv_P2
41028,icmp,email
39293,udp,sv_P3
35906,icmp,sv_P5
29502,icmp,sv_P2
11855,tcp,sv_P3
59390,udp,sv_P1
13686,icmp,email
31261,icmp,sv_P3
1526,udp,email
36129,udp,sv_P5
22513,icmp,sv_P1
31389,tcp,sv_P1
50912,icmp,sv_P4
53187,tcp,sv_P1
33290,icmp,sv_P3
27433,udp,sv_P3
58604,tcp,sv_P3
48141,icmp,sv_P4
37038,tcp,sv_P4
26461,udp,sv_P5
10390,icmp,sv_P2
50069,udp,sv_P2
13820,udp,email
50216,udp,sv_P3
29952,icmp,sv_P4
47608,icmp,email
55029,icmp,sv_P1
7704,icmp,sv_P4
18951,udp,email
9891,tcp,sv_P2
35767,icmp,sv_P4
59874,icmp,sv_P3
28963,udp,sv_P4
59286,udp,sv_P1
8095,tcp,email
17693,udp,sv_P3
17967,udp,sv_P3
37110,udp,email
19478,icmp,sv_P1
38698,udp,sv_P4
26531,tcp,sv_P5
567,icmp,sv_P1
22058,icmp,sv_P4
31769,tcp,sv_P2
34749,udp,email
55951,udp,sv_P2
6529,tcp,sv_P1
13389,tcp,email
22042,udp,sv_P5
42910,udp,sv_P3
38188,udp,sv_P1
41586,icmp,sv_P1
46474,udp,sv_P3
21032,icmp,sv_P3
4702,udp,email
47321,udp,sv_P2
26074,udp,email
1854,tcp,sv_P2
124,tcp,sv_P4
61547,icmp,email
32419,tcp,sv_P2
37798,tcp,sv_P4
62978,tcp,sv_P4
38086,udp,sv_P3
30151,tcp,sv_P2
60354,udp,sv_P1
33567,udp,sv_P1
51137,tcp,sv_P1
55689,icmp,sv_P5
32319,udp,sv_P4
48266,udp,sv_P1
43630,icmp,sv_P2
47007,tcp,sv_P1
40221,udp,email
50352,udp,sv_P2
4188,udp,sv_P3
38386,tcp,email
30111,udp,sv_P4
33034,udp,sv_P2
59558,tcp,email
49822,icmp,sv_P4
746,tcp,sv_P2
22445,icmp,sv_P4
3405,tcp,sv_P5
64572,icmp,email
3710,icmp,sv_P3
53607,tcp,sv_P5
27565,udp,sv_P2
18899,tcp,sv_P3
1217,tcp,sv_P3
40233,udp,sv_P5
50363,icmp,sv_P2
56113,icmp,email
30913,tcp,sv_P4
8067,udp,sv_P5
28166,icmp,email
39806,tcp,email
32223,udp,sv_P5
34195,tcp,sv_P3
13140,icmp,email
2030,icmp,sv_P5
23259,udp,sv_P2
3221,icmp,sv_P3
50180,udp,sv_P4
13156,udp,sv_P3
25299,icmp,email
6051,icmp,sv_P5
19472,tcp,email
6440,icmp,email
18985,icmp,email
4259,udp,sv_P4
4214,icmp,sv_P1
56290,tcp,sv_P4
45784,udp,email
30346,icmp,sv_P5
39341,tcp,email
60828,tcp,sv_P1
17893,udp,sv_P1
55480,udp,sv_P4
46350,tcp,sv_P1
59945,udp,sv_P2
40968,tcp,sv_P1
54314,icmp,sv_P2
51360,tcp,sv_P3
32996,tcp,sv_P3
7813,icmp,sv_P5
64577,udp,sv_P5
1764,udp,sv_P2
23586,icmp,sv_P5
45336,tcp,sv_P1
31143,udp,sv_P2
28078,udp,sv_P1
36382,udp,sv_P4
60871,udp,sv_P2
25395,icmp,sv_P2
35243,tcp,sv_P5
54259,tcp,sv_P2
58517,icmp,sv_P1
17673,tcp,sv_P2
37377,tcp,sv_P1
51619,tcp,sv_P2
61700,icmp,sv_P3
11761,icmp,sv_P1
10354,icmp,sv_P2
21764,tcp,sv_P3
42689,udp,sv_P2
29894,icmp,sv_P4
26313,tcp,email
38690,udp,sv_P5
46785,udp,email
54140,tcp,sv_P1
28026,icmp,sv_P4
11569,udp,email
3188,icmp,email
13569,icmp,email
2994,udp,sv_P5
53397,udp,email
21554,icmp,sv_P2
28805,udp,sv_P1
26536,icmp,sv_P5
52604,icmp,sv_P5
27883,icmp,sv_P5
43736,udp,sv_P2
33262,icmp,sv_P4
11743,udp,sv_P3
62601,tcp,email
41599,icmp,sv_P4
59502,tcp,sv_P2
44220,udp,sv_P5
29375,udp,sv_P3
53622,tcp,sv_P5
29522,icmp,sv_P4
37727,icmp,sv_P1
54852,icmp,sv_P4
27951,udp,sv_P1
1341,icmp,sv_P2
10920,icmp,email
15256,udp,email
18708,icmp,sv_P4
38266,tcp,sv_P4
30679,tcp,sv_P4
52069,icmp,sv_P4
9722,tcp,email
52784,udp,sv_P1
15181,tcp,sv_P2
7820,icmp,sv_P4
29568,tcp,email
9242,icmp,sv_P5
14698,tcp,sv_P5
7799,tcp,sv_P5
45423,udp,email
34810,tcp,sv_P1
55784,udp,sv_P4
23449,udp,email
46637,udp,email
54680,udp,sv_P1
32025,udp,sv_P3
43893,icmp,sv_P1
7604,udp,email
39882,udp,sv_P3
31699,udp,sv_P1
49752,udp,sv_P1
3671,icmp,sv_P2
16046,udp,sv_P3
32955,tcp,sv_P2
30907,tcp,sv_P5
23828,icmp,sv_P3
41451,udp,sv_P3
30284,tcp,sv_P4
17566,udp,sv_P1
11853,icmp,sv_P4
30993,icmp,sv_P3
36352,tcp,email
51318,icmp,sv_P3
45551,udp,sv_P4
59281,icmp,sv_P4
50302,icmp,sv_P5
44843,udp,sv_P4
29042,icmp,sv_P3
22930,udp,sv_P1
56195,icmp,email
54588,udp,sv_P3
6294,tcp,sv_P2
8791,tcp,sv_P2
34475,tcp,sv_P5
18525,udp,sv_P3
14953,tcp,sv_P1
37031,udp,sv_P4
51015,tcp,email
29879,icmp,sv_P3
59375,tcp,sv_P3
50552,udp,sv_P4
26908,udp,sv_P1
49549,icmp,sv_P5
41913,icmp,sv_P5
6670,icmp,sv_P2
36257,udp,sv_P5
33756,icmp,sv_P5
43013,udp,sv_P5
25277,tcp,sv_P2
4424,tcp,sv_P4
11587,tcp,email
46985,udp,sv_P3
44461,icmp,sv_P4
35996,tcp,sv_P2
31825,icmp,sv_P4
17736,icmp,sv_P4
25678,tcp,sv_P3
7272,icmp,sv_P4
18962,icmp,sv_P2
2588,udp,sv_P1
33998,tcp,sv_P4
27298,icmp,sv_P3
2393,tcp,sv_P5
24568,icmp,sv_P1
55251,tcp,sv_P5
28953,udp,sv_P5
23546,udp,sv_P1
20379,udp,sv_P2
23143,udp,sv_P1
44938,tcp,sv_P3
47578,icmp,sv_P4
13712,udp,sv_P4
56326,tcp,sv_P4
11624,udp,email
26966,udp,sv_P2
32818,icmp,sv_P1
26571,icmp,sv_P5
29657,udp,sv_P1
26309,tcp,sv_P4
51133,icmp,sv_P3
29607,icmp,sv_P1
35366,tcp,sv_P5
22815,tcp,email
31267,udp,email
5694,udp,sv_P2
9460,udp,sv_P1
28488,icmp,sv_P5
3556,tcp,sv_P3
39282,udp,sv_P2
34367,udp,sv_P2
54648,udp,sv_P3
63314,tcp,sv_P1
59347,udp,sv_P2
50642,icmp,sv_P5
27101,udp,sv_P3
49107,udp,sv_P4
54391,udp,sv_P5
38306,udp,sv_P3
61177,icmp,sv_P4
27564,tcp,email
59650,tcp,sv_P2
27072,icmp,sv_P4
15890,icmp,sv_P2
27119,tcp,sv_P3
36186,icmp,sv_P2
6836,icmp,email
65150,icmp,sv_P2
7077,udp,email
41316,icmp,sv_P2
10427,tcp,sv_P3
46600,udp,sv_P2
36936,icmp,sv_P3
4629,tcp,email
36606,tcp,sv_P2
25836,udp,sv_P5
58544,udp,sv_P2
62438,udp,sv_P4
39543,udp,sv_P3
40760,udp,sv_P3
41180,icmp,sv_P5
22746,udp,sv_P5
25816,icmp,sv_P3
18990,udp,sv_P3
39750,icmp,sv_P3
30717,tcp,sv_P4
50438,icmp,sv_P1
45668,icmp,sv_P3
45735,icmp,sv_P3
3885,udp,email
55035,icmp,sv_P2
54785,icmp,sv_P3
30238,udp,sv_P2
42098,icmp,email
21487,icmp,sv_P4
55063,udp,sv_P3
12241,icmp,sv_P1
62838,udp,sv_P5
1175,udp,sv_P5
23654,tcp,sv_P2
56376,icmp,sv_P2
43693,tcp,sv_P4
55718,tcp,sv_P3
44023,tcp,sv_P2
52705,icmp,sv_P1
31709,tcp,sv_P1
31401,tcp,sv_P1
28441,icmp,sv_P5
23098,icmp,sv_P4
39931,udp,sv_P1
55671,udp,sv_P5
6927,icmp,sv_P5
7996,udp,email
3483,icmp,sv_P3
58512,udp,sv_P5
19173,udp,sv_P3
21369,udp,sv_P4
8477,udp,sv_P1
20379,icmp,sv_P3
40587,udp,sv_P1
63050,icmp,sv_P3
53068,udp,sv_P4
31272,udp,sv_P3
15524,tcp,sv_P4
36493,icmp,email
4034,icmp,sv_P1
12769,tcp,sv_P5
50087,udp,email
40798,icmp,sv_P5
47561,tcp,email
482,icmp,sv_P4
29673,tcp,email
50479,udp,sv_P2
38850,udp,sv_P3
17048,tcp,sv_P2
3079,udp,sv_P1
47933,udp,sv_P3
41018,udp,sv_P5
4873,tcp,sv_P5
26069,icmp,sv_P2
15279,tcp,sv_P5
25833,icmp,sv_P4
27935,icmp,sv_P5
16537,icmp,sv_P2
33322,udp,sv_P4
1712,icmp,email
51088,tcp,sv_P1
3719,icmp,sv_P3
27624,udp,sv_P1
29802,tcp,sv_P2
12254,tcp,email
11051,udp,sv_P2
59570,udp,sv_P4
47294,tcp,email
63868,tcp,sv_P4
11271,icmp,email
46897,tcp,sv_P4
59295,tcp,sv_P4
64852,udp,sv_P1
48356,icmp,sv_P2
6977,icmp,email
33459,udp,sv_P2
60402,icmp,sv_P4
34139,udp,sv_P1
2324,tcp,sv_P5
2485,icmp,sv_P4
14854,udp,sv_P1
45278,tcp,sv_P4
45140,udp,sv_P4
31878,udp,sv_P5
57377,icmp,sv_P5
2717,tcp,sv_P2
2807,tcp,sv_P3
33564,tcp,sv_P2
9056,icmp,sv_P4
10474,icmp,sv_P2
5177,icmp,sv_P4
15192,icmp,sv_P1
55762,icmp,sv_P5
41902,tcp,sv_P3
52243,tcp,sv_P4
44779,tcp,email
27590,udp,sv_P3
7280,udp,email
7711,tcp,sv_P4
34931,icmp,sv_P5
37523,udp,sv_P1
14322,tcp,email
42107,tcp,sv_P4
58138,tcp,sv_P1
31478,icmp,email
24490,tcp,sv_P1
63981,udp,sv_P3
56564,tcp,sv_P4
35410,udp,sv_P4
58287,tcp,sv_P5
48562,icmp,sv_P4
9200,tcp,email
59132,icmp,sv_P4
40076,udp,sv_P5
30603,udp,sv_P4
13678,tcp,sv_P2
44797,udp,sv_P5
15729,tcp,sv_P3
30203,icmp,email
25241,icmp,email
39728,icmp,sv_P4
50047,icmp,sv_P4
33930,udp,sv_P1
31917,icmp,sv_P1
13490,tcp,sv_P2
29076,tcp,sv_P4
62180,tcp,sv_P1
26707,tcp,sv_P4
38880,icmp,email
27401,tcp,email
54294,udp,sv_P5
31529,tcp,sv_P2
55476,tcp,sv_P1
49394,tcp,email
57445,tcp,sv_P5
51965,udp,sv_P1
39816,tcp,sv_P4
8875,icmp,sv_P1
15688,udp,email
16382,tcp,sv_P1
40590,udp,sv_P3
26165,tcp,email
58886,tcp,sv_P1
8322,icmp,sv_P1
5981,tcp,sv_P1
12436,tcp,sv_P3
39475,udp,email
61769,icmp,sv_P5
15688,udp,email
7144,udp,sv_P2
19405,icmp,sv_P1
38128,icmp,email
32223,udp,sv_P4
35997,udp,sv_P5
